Province,Division,District,Indicator,Area Type,Total,Male,Female
KPK,Dera Ismail Khan Division,Tank,Industry Employee (%),Rural,35.6,35.5,53
KPK,Dera Ismail Khan Division,Tank,Industry Employee (%),Urban,22.8,24,9.1
KPK,Dera Ismail Khan Division,Tank,Services Employee (%),Rural,40.7,40.7,47
KPK,Dera Ismail Khan Division,Tank,Services Employee (%),Urban,74.8,73.5,90.9
KPK,Dera Ismail Khan Division,Tank,Formal Activity (%),Rural,21.6,21.4,47
KPK,Dera Ismail Khan Division,Tank,Formal Activity (%),Urban,27,23.3,70.4
KPK,Dera Ismail Khan Division,Tank,Informal Activity (%),Rural,78.4,78.6,53
KPK,Dera Ismail Khan Division,Tank,Informal Activity (%),Urban,73,76.7,29.6
KPK,Dera Ismail Khan Division,Tank,Employers (%),All Areas,1,1,-
KPK,Dera Ismail Khan Division,Tank,Own Account Workers (%),All Areas,28.7,29,5.8
KPK,Dera Ismail Khan Division,Tank,Contributing Family  Workers (%),All Areas,12.5,12.7,-
KPK,Dera Ismail Khan Division,Tank,Employees (%),All Areas,57.8,57.3,94.2
KPK,Dera Ismail Khan Division,Tank,Literacy Rate (%),Rural,40.8,62.4,14.6
KPK,Dera Ismail Khan Division,Tank,Literacy Rate (%),Urban,69,76.6,60.7
KPK,Dera Ismail Khan Division,Tank,Underemployment Rate (%),Rural,1.7,1.7,-
KPK,Dera Ismail Khan Division,Tank,Underemployment Rate (%),Urban,0.9,-,11.4
KPK,Dera Ismail Khan Division,Tank,Mean Hours Work/Per Week,Rural,45.7,45.8,26.9
KPK,Dera Ismail Khan Division,Tank,Mean Hours Work/Per Week,Urban,47.1,47.9,37.9
KPK,Dera Ismail Khan Division,Tank,Total Population,Rural,343562,175264,168273
KPK,Dera Ismail Khan Division,Tank,Total Population,Urban,47064,24836,22226
KPK,Hazara Division,Abbottabad,Working Age Population,Rural,821000,388000,433000
KPK,Hazara Division,Abbottabad,Working Age Population,Urban,238000,120000,119000
KPK,Hazara Division,Abbottabad,Labour Force,Rural,280100,220600,59500
KPK,Hazara Division,Abbottabad,Labour Force,Urban,85800,68200,17600
KPK,Hazara Division,Abbottabad,Employed,Rural,259600,203800,55800
KPK,Hazara Division,Abbottabad,Employed,Urban,78100,63400,14700
KPK,Hazara Division,Abbottabad,Unemployed,Rural,20500,16800,3700
KPK,Hazara Division,Abbottabad,Unemployed,Urban,7600,4800,2800
KPK,Hazara Division,Abbottabad,Refined Participation Rate (%),Rural,34.1,56.8,13.7
KPK,Hazara Division,Abbottabad,Refined Participation Rate (%),Urban,36,57.1,14.8
KPK,Hazara Division,Abbottabad,Unemployment Rate (%),Rural,7.3,7.6,6.1
KPK,Hazara Division,Abbottabad,Unemployment Rate (%),Urban,8.9,7.1,16.1
KPK,Hazara Division,Abbottabad,Employment to Population Ratio (%),Rural,31.6,52.5,12.9
KPK,Hazara Division,Abbottabad,Employment to Population Ratio (%),Urban,32.8,53,12.4
KPK,Hazara Division,Abbottabad,Agriculture Employee (%),Rural,32.8,22.9,68.7
KPK,Hazara Division,Abbottabad,Agriculture Employee (%),Urban,5.7,3.7,14.2
KPK,Hazara Division,Abbottabad,Industry Employee (%),Rural,28.9,36,2.7
KPK,Hazara Division,Abbottabad,Industry Employee (%),Urban,24.5,26.7,15.2
KPK,Hazara Division,Abbottabad,Services Employee (%),Rural,38.4,41.1,28.5
KPK,Hazara Division,Abbottabad,Services Employee (%),Urban,69.8,69.6,70.6
KPK,Hazara Division,Abbottabad,Formal Activity (%),Rural,17.1,16.3,23.9
KPK,Hazara Division,Abbottabad,Formal Activity (%),Urban,40.4,33.3,74.8
KPK,Hazara Division,Abbottabad,Informal Activity (%),Rural,82.9,83.7,76.1
KPK,Hazara Division,Abbottabad,Informal Activity (%),Urban,59.6,66.7,25.2
KPK,Hazara Division,Abbottabad,Employers (%),All Areas,2,2.5,-
KPK,Hazara Division,Abbottabad,Own Account Workers (%),All Areas,42.7,40.7,50.2
KPK,Hazara Division,Abbottabad,Contributing Family  Workers (%),All Areas,10.6,6.6,25.6
KPK,Hazara Division,Abbottabad,Employees (%),All Areas,44.7,50.1,24.2
KPK,Hazara Division,Abbottabad,Literacy Rate (%),Rural,71.4,83.2,60.7
KPK,Hazara Division,Abbottabad,Literacy Rate (%),Urban,88.9,95.7,82.1
KPK,Hazara Division,Abbottabad,Underemployment Rate (%),Rural,3.2,2.9,4.6
KPK,Hazara Division,Abbottabad,Underemployment Rate (%),Urban,2,0.8,7.6
KPK,Hazara Division,Abbottabad,Mean Hours Work/Per Week,Rural,41.9,46.6,24.7
KPK,Hazara Division,Abbottabad,Mean Hours Work/Per Week,Urban,46.5,49,35.3
KPK,Hazara Division,Abbottabad,Total Population,Rural,1515853,760994,754806
KPK,Hazara Division,Abbottabad,Total Population,Urban,293985,155265,138702
KPK,Hazara Division,Batagram,Working Age Population,Rural,326000,166000,160000
KPK,Hazara Division,Batagram,Working Age Population,Urban,-,-,-
KPK,Hazara Division,Batagram,Labour Force,Rural,153400,97300,56100
KPK,Hazara Division,Batagram,Labour Force,Urban,-,-,-
KPK,Hazara Division,Batagram,Employed,Rural,147600,91700,55800
KPK,Hazara Division,Batagram,Employed,Urban,-,-,-
KPK,Hazara Division,Batagram,Unemployed,Rural,5900,5600,300
KPK,Hazara Division,Batagram,Unemployed,Urban,-,-,-
KPK,Hazara Division,Batagram,Refined Participation Rate (%),Rural,47,58.6,35
KPK,Hazara Division,Batagram,Refined Participation Rate (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Unemployment Rate (%),Rural,3.8,5.7,0.5
KPK,Hazara Division,Batagram,Unemployment Rate (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Employment to Population Ratio (%),Rural,45.2,55.2,34.8
KPK,Hazara Division,Batagram,Employment to Population Ratio (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Agriculture Employee (%),Rural,48.6,32.7,74.9
KPK,Hazara Division,Batagram,Agriculture Employee (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Industry Employee (%),Rural,18.4,27.9,2.7
KPK,Hazara Division,Batagram,Industry Employee (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Services Employee (%),Rural,33,39.4,22.5
KPK,Hazara Division,Batagram,Services Employee (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Formal Activity (%),Rural,11.6,13.5,3.6
KPK,Hazara Division,Batagram,Formal Activity (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Informal Activity (%),Rural,88.4,86.5,96.4
KPK,Hazara Division,Batagram,Informal Activity (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Employers (%),All Areas,0.7,1.1,-
KPK,Hazara Division,Batagram,Own Account Workers (%),All Areas,36.9,43.3,26.4
KPK,Hazara Division,Batagram,Contributing Family  Workers (%),All Areas,32,9.1,69.7
KPK,Hazara Division,Batagram,Employees (%),All Areas,30.4,46.5,3.8
KPK,Hazara Division,Batagram,Literacy Rate (%),Rural,43.5,63.7,22.5
KPK,Hazara Division,Batagram,Literacy Rate (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Underemployment Rate (%),Rural,4.6,7.2,0.4
KPK,Hazara Division,Batagram,Underemployment Rate (%),Urban,-,-,-
KPK,Hazara Division,Batagram,Mean Hours Work/Per Week,Rural,36.3,45,21.9
KPK,Hazara Division,Batagram,Mean Hours Work/Per Week,Urban,-,-,-
KPK,Hazara Division,Haripur,Working Age Population,Rural,679000,323000,356000
KPK,Hazara Division,Haripur,Working Age Population,Urban,89000,44000,45000
KPK,Hazara Division,Haripur,Labour Force,Rural,278200,207800,70400
KPK,Hazara Division,Haripur,Labour Force,Urban,30800,25500,5300
KPK,Hazara Division,Haripur,Employed,Rural,251100,189500,61600
KPK,Hazara Division,Haripur,Employed,Urban,25300,22000,3300
KPK,Hazara Division,Haripur,Unemployed,Rural,27100,18300,8800
KPK,Hazara Division,Haripur,Unemployed,Urban,5500,3500,2000
KPK,Hazara Division,Haripur,Refined Participation Rate (%),Rural,41,64.3,19.8
KPK,Hazara Division,Haripur,Refined Participation Rate (%),Urban,34.5,58.4,11.6
KPK,Hazara Division,Haripur,Unemployment Rate (%),Rural,9.8,8.8,12.5
KPK,Hazara Division,Haripur,Unemployment Rate (%),Urban,17.7,13.7,37.4
KPK,Hazara Division,Haripur,Employment to Population Ratio (%),Rural,37,58.6,17.3
KPK,Hazara Division,Haripur,Employment to Population Ratio (%),Urban,28.4,50.4,7.3
KPK,Hazara Division,Haripur,Agriculture Employee (%),Rural,38.1,25.9,75.5
KPK,Hazara Division,Haripur,Agriculture Employee (%),Urban,2.6,2.2,5.1
KPK,Hazara Division,Haripur,Industry Employee (%),Rural,28.5,35.6,6.7
KPK,Hazara Division,Haripur,Industry Employee (%),Urban,33.3,36.1,14.6
KPK,Hazara Division,Haripur,Services Employee (%),Rural,33.4,38.5,17.8
KPK,Hazara Division,Haripur,Services Employee (%),Urban,64.1,61.7,80.3
KPK,Hazara Division,Haripur,Formal Activity (%),Rural,30.8,28.6,50.6
KPK,Hazara Division,Haripur,Formal Activity (%),Urban,29.6,24,68.5
KPK,Hazara Division,Haripur,Informal Activity (%),Rural,69.2,71.4,49.4
KPK,Hazara Division,Haripur,Informal Activity (%),Urban,70.3,76,31.5
KPK,Hazara Division,Haripur,Employers (%),All Areas,1,1.3,0.3
KPK,Hazara Division,Haripur,Own Account Workers (%),All Areas,36.5,37.9,32.1
KPK,Hazara Division,Haripur,Contributing Family  Workers (%),All Areas,16.4,7.9,44
KPK,Hazara Division,Haripur,Employees (%),All Areas,46.1,53,23.5
KPK,Hazara Division,Haripur,Literacy Rate (%),Rural,71.2,82.2,61.1
KPK,Hazara Division,Haripur,Literacy Rate (%),Urban,89.3,92.7,86.1
KPK,Hazara Division,Haripur,Underemployment Rate (%),Rural,4.9,4.1,7.5
KPK,Hazara Division,Haripur,Underemployment Rate (%),Urban,5.2,3,19.7
KPK,Hazara Division,Haripur,Mean Hours Work/Per Week,Rural,43.7,48.3,29.7
KPK,Hazara Division,Haripur,Mean Hours Work/Per Week,Urban,50.6,53.5,30.9
KPK,Hazara Division,Haripur,Total Population,Rural,868415,430407,437991
KPK,Hazara Division,Haripur,Total Population,Urban,133100,67795,65275
KPK,Hazara Division,Kohistan,Working Age Population,Rural,509000,275000,234000
KPK,Hazara Division,Kohistan,Working Age Population,Urban,-,-,-
KPK,Hazara Division,Kohistan,Labour Force,Rural,262700,183500,79100
KPK,Hazara Division,Kohistan,Labour Force,Urban,-,-,-
KPK,Hazara Division,Kohistan,Employed,Rural,259400,183000,76400
KPK,Hazara Division,Kohistan,Employed,Urban,-,-,-
KPK,Hazara Division,Kohistan,Unemployed,Rural,3300,500,2700
KPK,Hazara Division,Kohistan,Unemployed,Urban,-,-,-
KPK,Hazara Division,Kohistan,Refined Participation Rate (%),Rural,51.6,66.8,33.8
KPK,Hazara Division,Kohistan,Refined Participation Rate (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Unemployment Rate (%),Rural,1.3,0.3,3.5
KPK,Hazara Division,Kohistan,Unemployment Rate (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Employment to Population Ratio (%),Rural,51,66.6,32.6
KPK,Hazara Division,Kohistan,Employment to Population Ratio (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Agriculture Employee (%),Rural,56.3,42.7,88.9
KPK,Hazara Division,Kohistan,Agriculture Employee (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Industry Employee (%),Rural,22.7,30.7,3.5
KPK,Hazara Division,Kohistan,Industry Employee (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Services Employee (%),Rural,21,26.6,7.6
KPK,Hazara Division,Kohistan,Services Employee (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Formal Activity (%),Rural,18.9,17.7,33.6
KPK,Hazara Division,Kohistan,Formal Activity (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Informal Activity (%),Rural,81.1,82.3,66.4
KPK,Hazara Division,Kohistan,Informal Activity (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Employers (%),All Areas,0.5,0.7,-
KPK,Hazara Division,Kohistan,Own Account Workers (%),All Areas,38.9,48.5,15.8
KPK,Hazara Division,Kohistan,Contributing Family  Workers (%),All Areas,31,10.4,80.3
KPK,Hazara Division,Kohistan,Employees (%),All Areas,29.7,40.4,3.9
KPK,Hazara Division,Kohistan,Literacy Rate (%),Rural,34,55.2,9.1
KPK,Hazara Division,Kohistan,Literacy Rate (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Underemployment Rate (%),Rural,1.4,1.9,-
KPK,Hazara Division,Kohistan,Underemployment Rate (%),Urban,-,-,-
KPK,Hazara Division,Kohistan,Mean Hours Work/Per Week,Rural,42.2,47.5,29.6
KPK,Hazara Division,Kohistan,Mean Hours Work/Per Week,Urban,-,-,-
KPK,Hazara Division,Kohistan,Total Population,Rural,784711,424643,360055
KPK,Hazara Division,Kohistan,Total Population,Urban,-,-,-
KPK,Hazara Division,Mansehra,Working Age Population,Rural,1103000,545000,557000
KPK,Hazara Division,Mansehra,Working Age Population,Urban,114000,57000,57000
KPK,Hazara Division,Mansehra,Labour Force,Rural,510300,366100,144200
KPK,Hazara Division,Mansehra,Labour Force,Urban,39200,33000,6200
KPK,Hazara Division,Mansehra,Employed,Rural,475400,345900,129500
KPK,Hazara Division,Mansehra,Employed,Urban,33800,28500,5300
KPK,Hazara Division,Mansehra,Unemployed,Rural,34800,20200,14600
KPK,Hazara Division,Mansehra,Unemployed,Urban,5400,4500,900
KPK,Hazara Division,Mansehra,Refined Participation Rate (%),Rural,46.3,67.1,25.9
KPK,Hazara Division,Mansehra,Refined Participation Rate (%),Urban,34.4,58.2,10.8
KPK,Hazara Division,Mansehra,Unemployment Rate (%),Rural,6.8,5.5,10.2
KPK,Hazara Division,Mansehra,Unemployment Rate (%),Urban,13.7,13.6,14.1
KPK,Hazara Division,Mansehra,Employment to Population Ratio (%),Rural,43.1,63.4,23.3
KPK,Hazara Division,Mansehra,Employment to Population Ratio (%),Urban,29.7,50.3,9.2
KPK,Hazara Division,Mansehra,Agriculture Employee (%),Rural,46.6,33.3,81.9
KPK,Hazara Division,Mansehra,Agriculture Employee (%),Urban,1.7,0.9,6
KPK,Hazara Division,Mansehra,Industry Employee (%),Rural,23.3,29.7,6.2
KPK,Hazara Division,Mansehra,Industry Employee (%),Urban,18.2,20.5,5.8
KPK,Hazara Division,Mansehra,Services Employee (%),Rural,30.1,37,11.9
KPK,Hazara Division,Mansehra,Services Employee (%),Urban,80.1,78.6,88.2
KPK,Hazara Division,Mansehra,Formal Activity (%),Rural,18.5,16,43.1
KPK,Hazara Division,Mansehra,Formal Activity (%),Urban,35.1,29.3,68.1
KPK,Hazara Division,Mansehra,Informal Activity (%),Rural,81.5,84,56.9
KPK,Hazara Division,Mansehra,Informal Activity (%),Urban,64.9,70.7,31.9
KPK,Hazara Division,Mansehra,Employers (%),All Areas,0.9,1.2,-
KPK,Hazara Division,Mansehra,Own Account Workers (%),All Areas,40.7,44.1,31.4
KPK,Hazara Division,Mansehra,Contributing Family  Workers (%),All Areas,21.3,10.6,51
KPK,Hazara Division,Mansehra,Employees (%),All Areas,37.1,44.1,17.6
KPK,Hazara Division,Mansehra,Literacy Rate (%),Rural,62.7,75.2,50.4
KPK,Hazara Division,Mansehra,Literacy Rate (%),Urban,84.7,92.6,77
KPK,Hazara Division,Mansehra,Underemployment Rate (%),Rural,7,8.8,2.2
KPK,Hazara Division,Mansehra,Underemployment Rate (%),Urban,4.6,5.4,-
KPK,Hazara Division,Mansehra,Mean Hours Work/Per Week,Rural,38.3,43.1,25.4
KPK,Hazara Division,Mansehra,Mean Hours Work/Per Week,Urban,47.9,48.9,42.5
KPK,Hazara Division,Mansehra,Total Population,Rural,1410844,698451,712267
KPK,Hazara Division,Mansehra,Total Population,Urban,144898,73525,71242
KPK,Hazara Division,Torghar,Working Age Population,Rural,146000,69000,77000
KPK,Hazara Division,Torghar,Working Age Population,Urban,-,-,-
KPK,Hazara Division,Torghar,Labour Force,Rural,78600,39900,38700
KPK,Hazara Division,Torghar,Labour Force,Urban,-,-,-
KPK,Hazara Division,Torghar,Employed,Rural,75400,36700,38700
KPK,Hazara Division,Torghar,Employed,Urban,-,-,-
KPK,Hazara Division,Torghar,Unemployed,Rural,3200,3200,-
KPK,Hazara Division,Torghar,Unemployed,Urban,-,-,-
KPK,Hazara Division,Torghar,Refined Participation Rate (%),Rural,53.9,57.9,50.3
KPK,Hazara Division,Torghar,Refined Participation Rate (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Unemployment Rate (%),Rural,4,7.9,-
KPK,Hazara Division,Torghar,Unemployment Rate (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Employment to Population Ratio (%),Rural,51.7,53.3,50.3
KPK,Hazara Division,Torghar,Employment to Population Ratio (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Agriculture Employee (%),Rural,53.1,33.3,71.9
KPK,Hazara Division,Torghar,Agriculture Employee (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Industry Employee (%),Rural,13.7,27.5,0.7
KPK,Hazara Division,Torghar,Industry Employee (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Services Employee (%),Rural,33.2,39.2,27.4
KPK,Hazara Division,Torghar,Services Employee (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Formal Activity (%),Rural,11.6,16,1.7
KPK,Hazara Division,Torghar,Formal Activity (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Informal Activity (%),Rural,88.4,84,98.3
KPK,Hazara Division,Torghar,Informal Activity (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Employers (%),All Areas,0.4,0.8,-
KPK,Hazara Division,Torghar,Own Account Workers (%),All Areas,37.5,41.5,33.8
KPK,Hazara Division,Torghar,Contributing Family  Workers (%),All Areas,36.8,7.1,65.1
KPK,Hazara Division,Torghar,Employees (%),All Areas,25.3,50.7,1.2
KPK,Hazara Division,Torghar,Literacy Rate (%),Rural,37.5,67.2,10.8
KPK,Hazara Division,Torghar,Literacy Rate (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Underemployment Rate (%),Rural,5.7,11.4,0.3
KPK,Hazara Division,Torghar,Underemployment Rate (%),Urban,-,-,-
KPK,Hazara Division,Torghar,Mean Hours Work/Per Week,Rural,30.8,44.1,18.1
KPK,Hazara Division,Torghar,Mean Hours Work/Per Week,Urban,-,-,-
KPK,Hazara Division,Torghar,Total Population,Rural,171349,86059,85274
KPK,Hazara Division,Torghar,Total Population,Urban,-,-,-
KPK,Kohat Division,Hangu,Working Age Population,Rural,305000,137000,168000
KPK,Kohat Division,Hangu,Working Age Population,Urban,83000,42000,40000
KPK,Kohat Division,Hangu,Labour Force,Rural,70200,62300,7900
KPK,Kohat Division,Hangu,Labour Force,Urban,24900,23500,1500
KPK,Kohat Division,Hangu,Employed,Rural,60700,53100,7600
KPK,Kohat Division,Hangu,Employed,Urban,20500,19400,1100
KPK,Kohat Division,Hangu,Unemployed,Rural,9500,9200,300
KPK,Kohat Division,Hangu,Unemployed,Urban,4400,4000,400
KPK,Kohat Division,Hangu,Refined Participation Rate (%),Rural,23,45.4,4.7
KPK,Kohat Division,Hangu,Refined Participation Rate (%),Urban,30.1,55.3,3.7
KPK,Kohat Division,Hangu,Unemployment Rate (%),Rural,13.5,14.7,4
KPK,Kohat Division,Hangu,Unemployment Rate (%),Urban,17.8,17.2,27.7
KPK,Kohat Division,Hangu,Employment to Population Ratio (%),Rural,19.9,38.8,4.5
KPK,Kohat Division,Hangu,Employment to Population Ratio (%),Urban,24.7,45.8,2.6
KPK,Kohat Division,Hangu,Agriculture Employee (%),Rural,25,24.1,31.2
KPK,Kohat Division,Hangu,Agriculture Employee (%),Urban,1.7,1.8,-
KPK,Kohat Division,Hangu,Industry Employee (%),Rural,26.6,29.2,8.5
KPK,Kohat Division,Hangu,Industry Employee (%),Urban,27.2,26.5,39.7
KPK,Kohat Division,Hangu,Services Employee (%),Rural,48.4,46.7,60.3
KPK,Kohat Division,Hangu,Services Employee (%),Urban,71.1,71.6,60.3
KPK,Kohat Division,Hangu,Formal Activity (%),Rural,18,19.3,8.4
KPK,Kohat Division,Hangu,Formal Activity (%),Urban,17.6,16.1,44.6
KPK,Kohat Division,Hangu,Informal Activity (%),Rural,82,80.7,91.6
KPK,Kohat Division,Hangu,Informal Activity (%),Urban,82.4,83.9,55.4
KPK,Kohat Division,Hangu,Employers (%),All Areas,2.7,3,-
KPK,Kohat Division,Hangu,Own Account Workers (%),All Areas,40.4,37.3,66
KPK,Kohat Division,Hangu,Contributing Family  Workers (%),All Areas,14.2,14.1,14.4
KPK,Kohat Division,Hangu,Employees (%),All Areas,42.8,45.6,19.6
KPK,Kohat Division,Hangu,Literacy Rate (%),Rural,40.2,67.3,18.2
KPK,Kohat Division,Hangu,Literacy Rate (%),Urban,59,76.3,40.9
KPK,Kohat Division,Hangu,Underemployment Rate (%),Rural,8.4,8.7,5.9
KPK,Kohat Division,Hangu,Underemployment Rate (%),Urban,6.2,6.5,-
KPK,Kohat Division,Hangu,Mean Hours Work/Per Week,Rural,38.7,41.2,20.7
KPK,Kohat Division,Hangu,Mean Hours Work/Per Week,Urban,46.9,47.6,33.8
KPK,Kohat Division,Hangu,Total Population,Rural,416309,198616,217664
KPK,Kohat Division,Hangu,Total Population,Urban,102502,50428,52068
KPK,Kohat Division,Karak,Working Age Population,Rural,497000,255000,242000
KPK,Kohat Division,Karak,Working Age Population,Urban,20000,11000,9000
KPK,Kohat Division,Karak,Labour Force,Rural,218400,153500,65000
KPK,Kohat Division,Karak,Labour Force,Urban,8300,7600,700
KPK,Kohat Division,Karak,Employed,Rural,163000,128300,34700
KPK,Kohat Division,Karak,Employed,Urban,7100,6500,600
KPK,Kohat Division,Karak,Unemployed,Rural,55500,25200,30300
KPK,Kohat Division,Karak,Unemployed,Urban,1200,1000,100
KPK,Kohat Division,Karak,Refined Participation Rate (%),Rural,43.9,60.2,26.8
KPK,Kohat Division,Karak,Refined Participation Rate (%),Urban,40.8,66.1,8.1
